"","X","LID","Metricas","value"
"475",30,"Angol","COHESION.z",0.996869683948389
"476",30,"Angol","AI.z",0.84408439405448
"477",30,"Angol","DIVISION.z",-0.916236935693686
"478",30,"Angol","NP.z",0.519767764293772
"479",30,"Angol","PD.z",-0.114659033012995
"480",30,"Angol","LSI.z",0.83935854825366
"481",31,"Corral","PLAND.z",-0.157264374881134
"482",31,"Corral","LPI.z",-0.43005934683949
"483",31,"Corral","ED.z",0.929096660881255
"484",31,"Corral","AREA_MN.z",-0.375959799298478
"485",31,"Corral","GYRATE_MN.z",0.0554240482458263
"486",31,"Corral","SHAPE_MN.z",2.58830189019576
"487",31,"Corral","PARA_MN.z",1.09040099162528
"488",31,"Corral","PAFRAC.z",1.5892922587448
"489",31,"Corral","ENN_MN.z",-0.984500002444479
"490",31,"Corral","IJI.z",0.338925653759243
"491",31,"Corral","COHESION.z",0.142507936404672
"492",31,"Corral","AI.z",-1.38156564277707
"493",31,"Corral","DIVISION.z",0.388619475615338
"494",31,"Corral","NP.z",0.0583397374287281
"495",31,"Corral","PD.z",0.548420816213635
"496",31,"Corral","LSI.z",1.12217632990624
"497",32,"Futrono","PLAND.z",-1.28448484320791
"498",32,"Futrono","LPI.z",-0.720909380116719
"499",32,"Futrono","ED.z",-1.52319133791376
"500",32,"Futrono","AREA_MN.z",-0.797951111170659
"501",32,"Futrono","GYRATE_MN.z",-0.928321197538889
"502",32,"Futrono","SHAPE_MN.z",-0.663568465358706
"503",32,"Futrono","PARA_MN.z",-0.0649626654598758
"504",32,"Futrono","PAFRAC.z",-0.939294940714958
